table_name,variable_name,enumeration_code,enumeration_display,enumeration_title,enumeration_meaning,enumeration_system,enumeration_group
Assay,assay_type,OBI:2100037,An analyte assay that measures the abundance of folic acids,folic acids assay,OBI:2100037,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100038,A cytometry assay that measures the count of reticulocytes,reticulocyte count assay,OBI:2100038,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100039,An assay that measures osmolality,osmolality assay,OBI:2100039,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100040,An analyte assay that measures the abundance of methemoglobin,methemoglobin assay,OBI:2100040,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100041,"An assay that measures cytosolic creatine kinase complex, MB-type","cytosolic creatine kinase complex, MB-type assay",OBI:2100041,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100042,An assay that measures rac-lactic acid,rac-lactic acid assay,OBI:2100042,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100043,An analyte assay that measures the abundance of hydrogencarbonate,hydrogencarbonate assay,OBI:2100043,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100044,An analyte assay that measures the abundance of vancomycin,vancomycin assay,OBI:2100044,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100045,An analyte assay that measures the abundance of tobramycin,tobramycin assay,OBI:2100045,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100046,"An analyte assay that measures the abundance of 3,3',5'-triiodothyronine","3,3',5'-triiodothyronine assay",OBI:2100046,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100047,An analyte assay that measures the abundance of C-reactive protein,C-reactive protein assay,OBI:2100047,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100048,A cytometry assay that measures the count of megakaryocytes,megakaryocyte count assay,OBI:2100048,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100049,A cytometry assay that measures the count of mesothelial cells,mesothelial cell count assay,OBI:2100049,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100050,A cytometry assay that measures the count of macrophages,macrophage count assay,OBI:2100050,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100051,An analyte assay that measures the abundance of 3-hydroxybutyric acid,3-hydroxybutyric acid assay,OBI:2100051,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100052,An analyte assay that measures the abundance of carbon dioxide in venous blood as part of a panel5 order,panel5 venous blood carbon dioxide assay,OBI:2100052,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100053,An analyte assay that measures the abundance of sodium in venous blood as part of a panel5 order,panel5 venous blood sodium assay,OBI:2100053,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100054,An analyte assay that measures the abundance of creatinine in venous blood as part of a panel5 order,panel5 venous blood creatinine assay,OBI:2100054,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100055,An analyte assay that measures the abundance of potassium in venous blood as part of a panel5 order,panel5 venous blood potassium assay,OBI:2100055,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100056,A cytometry assay that measures the count of basophils in venous blood as part of a automated differential order,automated differential venous blood basophil count assay,OBI:2100056,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100057,A cytometry assay that measures the count of neutrophils in venous blood as part of a automated differential order,automated differential venous blood neutrophil count assay,OBI:2100057,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100058,A cytometry assay that measures the count of eosinophils in venous blood as part of a automated differential order,automated differential venous blood eosinophil count assay,OBI:2100058,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100059,A cytometry assay that measures the count of lymphocytes in venous blood as part of a automated differential order,automated differential venous blood lymphocyte count assay,OBI:2100059,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100060,A cytometry assay that measures the count of monocytes in venous blood as part of a automated differential order,automated differential venous blood monocyte count assay,OBI:2100060,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100061,An analyte assay that measures the abundance of chloride in venous blood,venous blood chloride assay,OBI:2100061,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100062,A cytometry assay that measures the count of RBCs in venous blood as part of a CBC with automated differential order,CBC with automated differential venous blood RBC count assay,OBI:2100062,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100063,A cytometry assay that measures the count of platelets in venous blood as part of a CBC with automated differential order,CBC with automated differential venous blood platelet count assay,OBI:2100063,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100064,A cytometry assay that measures the count of WBCs in venous blood as part of a CBC with automated differential order,CBC with automated differential venous blood WBC count assay,OBI:2100064,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100065,A cytometry assay that measures the proportion of red blood cells in venous blood as part of a CBC with automated differential order,CBC with automated differential venous blood hematocrit assay,OBI:2100065,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100066,An analyte assay that measures the abundance of hemoglobin in venous blood as part of a CBC with automated differential order,CBC with automated differential venous blood hemoglobin assay,OBI:2100066,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100067,An analyte assay that measures the abundance of phosphate in venous blood,venous blood phosphate assay,OBI:2100067,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100068,An analyte assay that measures the abundance of alanine aminotransferase in venous blood as part of a liver injury order,liver injury venous blood alanine aminotransferase assay,OBI:2100068,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100069,An analyte assay that measures the abundance of human alkaline phosphatase in venous blood as part of a liver injury order,liver injury venous blood human alkaline phosphatase assay,OBI:2100069,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100070,An analyte assay that measures the abundance of bilirubin in venous blood as part of a liver injury order,liver injury venous blood bilirubin assay,OBI:2100070,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100071,An analyte assay that measures the abundance of human aspartate aminotransferase in venous blood as part of a liver injury order,liver injury venous blood human aspartate aminotransferase assay,OBI:2100071,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100072,An analyte assay that measures the abundance of glucose in venous blood,venous blood glucose assay,OBI:2100072,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100073,An analyte assay that measures the abundance of magnesium in venous blood,venous blood magnesium assay,OBI:2100073,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100074,A cytometry assay that measures the count of RBCs in venous blood as part of a CBC order,CBC venous blood RBC count assay,OBI:2100074,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100075,A cytometry assay that measures the count of WBCs in venous blood as part of a CBC order,CBC venous blood WBC count assay,OBI:2100075,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100076,A cytometry assay that measures the proportion of red blood cells in venous blood as part of a CBC order,CBC venous blood hematocrit assay,OBI:2100076,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100077,A cytometry assay that measures the count of platelets in venous blood as part of a CBC order,CBC venous blood platelet count assay,OBI:2100077,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100078,An analyte assay that measures the abundance of hemoglobin in venous blood as part of a CBC order,CBC venous blood hemoglobin assay,OBI:2100078,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100079,A cytometry assay that measures the count of leukocytes in venous blood as part of a corrected order,corrected venous blood leukocyte count assay,OBI:2100079,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100080,An analyte assay that measures the abundance of bilirubin in venous blood as part of a liver evaluation order,liver evaluation venous blood bilirubin assay,OBI:2100080,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100081,An analyte assay that measures the abundance of globulin in venous blood as part of a liver evaluation order,liver evaluation venous blood globulin assay,OBI:2100081,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100082,An analyte assay that measures the abundance of albumin in venous blood as part of a liver evaluation order,liver evaluation venous blood albumin assay,OBI:2100082,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100083,An analyte assay that measures the abundance of human aspartate aminotransferase in venous blood as part of a liver evaluation order,liver evaluation venous blood human aspartate aminotransferase assay,OBI:2100083,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
Assay,assay_type,OBI:2100084,An analyte assay that measures the abundance of alanine aminotransferase in venous blood as part of a liver evaluation order,liver evaluation venous blood alanine aminotransferase assay,OBI:2100084,https://anvilproject.github.io/acr-harmonized-data-model/EnumAssayType,EnumAssayType
